Task_ID,Task_Name,Priority,Deadline,Estimated_Time,Task_Type,Dependency,Employee_ID,Completion_Status,Urgency_Score,Days_Left,Normalized_Urgency,Dependency_Count,Status
3600,Planning - Resource Allocation,3,12-03-2026,1,Planning,1303,471,Incomplete,3,304,0.3,1,Pending
4131,Meeting - Sprint Planning,2,27-06-2025,6,Meeting,,318,Complete,3,46,0.3,2,Complete
2850,Meeting - Client Call,1,30-03-2026,6,Meeting,,178,Complete,3,322,0.3,2,Complete
3180,Analysis - Database Migration,2,28-12-2025,5,Analysis,"2701,1591",501,Incomplete,6,230,0.6,3,Pending
301,Planning - Roadmap,1,05-09-2025,4,Planning,,530,Incomplete,3,116,0.3,3,Pending
1709,Review - Thesis Chapter,1,11-02-2026,3,Review,,131,Complete,3,275,0.3,0,Complete
3855,Review - Documentation,1,08-02-2026,6,Review,964,248,Incomplete,2,272,0.2,0,Pending
3258,Meeting - Client Call,3,04-11-2025,1,Meeting,"2074,1360,1759",515,Incomplete,10,176,1.0,1,Pending
1707,Meeting - Client Call,3,12-04-2025,5,Meeting,"1131,1660",124,Incomplete,6,30,0.6,0,Overdue
3314,Planning - Roadmap,2,25-04-2025,5,Planning,2466,342,Incomplete,7,17,0.7,0,Overdue
3124,Review - Experiment Design,2,03-09-2025,3,Review,"1570,498",313,Incomplete,10,114,1.0,0,Pending
1115,Meeting - Retrospective,3,05-05-2025,5,Meeting,"352,689",395,Incomplete,7,7,0.7,2,Overdue
1127,Planning - Roadmap,3,25-02-2026,1,Planning,969,443,Complete,3,289,0.3,0,Complete
3362,Analysis - Performance Tuning,3,18-11-2025,1,Analysis,"554,2833",572,Complete,1,190,0.1,2,Complete
2527,Analysis - Performance Tuning,2,29-06-2025,4,Analysis,"363,651",298,Incomplete,2,48,0.2,0,Pending
995,Planning - Budget Report,3,10-01-2026,5,Planning,749,206,Complete,1,243,0.1,3,Complete
2956,Analysis - Performance Tuning,2,23-02-2026,5,Analysis,"1957,1659",110,Incomplete,10,287,1.0,0,Pending
4452,Meeting - Client Call,2,01-04-2025,6,Meeting,3319,526,Incomplete,5,41,0.5,1,Overdue
264,Review - Documentation,3,01-08-2025,5,Review,,318,Complete,3,81,0.3,2,Complete
3058,Analysis - Code Refactoring,1,08-03-2026,8,Analysis,,221,Incomplete,4,300,0.4,1,Pending
1716,Review - Documentation,3,14-01-2026,8,Review,,530,Incomplete,6,247,0.6,2,Pending
3025,Planning - Roadmap,3,10-10-2025,2,Planning,"101,2687,673",568,Complete,6,151,0.6,3,Complete
103,Meeting - Sprint Planning,1,06-04-2025,2,Meeting,101,216,Incomplete,5,36,0.5,0,Overdue
1923,Meeting - Retrospective,1,17-02-2026,3,Meeting,,382,Incomplete,5,281,0.5,3,Pending
4697,Meeting - Team Sync,1,23-03-2026,7,Meeting,211,418,Incomplete,9,315,0.9,1,Pending
4620,Planning - Roadmap,2,07-02-2026,7,Planning,1967,131,Complete,2,271,0.2,0,Complete
4333,Review - Experiment Design,2,27-01-2026,1,Review,,448,Incomplete,9,260,0.9,3,Pending
4901,Review - Thesis Chapter,2,25-10-2025,2,Review,"103,1191,4114",134,Complete,5,166,0.5,1,Complete
4083,Review - Experiment Design,1,04-09-2025,6,Review,"3653,2656,4018",485,Incomplete,6,115,0.6,0,Pending
2384,Planning - Resource Allocation,2,21-06-2025,5,Planning,1499,316,Incomplete,2,40,0.2,0,Pending
2036,Planning - Resource Allocation,3,18-04-2025,8,Planning,"915,629,1112",300,Incomplete,5,24,0.5,2,Overdue
3442,Meeting - Client Call,2,04-09-2025,6,Meeting,,549,Incomplete,10,115,1.0,3,Pending
2138,Planning - Budget Report,1,16-02-2026,6,Planning,"957,1607,818",275,Incomplete,2,280,0.2,0,Pending
3396,Meeting - Team Sync,1,23-08-2025,4,Meeting,"2053,2837",192,Complete,3,103,0.3,3,Complete
657,Meeting - Sprint Planning,1,23-10-2025,1,Meeting,"644,2,162",158,Incomplete,6,164,0.6,0,Pending
2976,Planning - Budget Report,1,25-07-2025,8,Planning,"1323,2142",546,Incomplete,8,74,0.8,2,Pending
1676,Review - Experiment Design,1,24-01-2026,2,Review,"722,657",200,Incomplete,3,257,0.3,1,Pending
2534,Planning - Roadmap,3,12-11-2025,6,Planning,"1076,1889",266,Incomplete,1,184,0.1,2,Pending
3042,Analysis - API Optimization,1,07-05-2025,2,Analysis,"1850,3037,1926",138,Incomplete,5,5,0.5,3,Overdue
3880,Analysis - Database Migration,1,31-12-2025,4,Analysis,,516,Complete,8,233,0.8,0,Complete
3742,Analysis - Database Migration,2,31-07-2025,6,Analysis,577,356,Complete,10,80,1.0,3,Complete
2241,Meeting - Client Call,1,06-10-2025,5,Meeting,,209,Complete,4,147,0.4,3,Complete
724,Review - Research Paper,1,30-10-2025,1,Review,125,518,Incomplete,1,171,0.1,3,Pending
386,Planning - Budget Report,2,05-11-2025,8,Planning,"72,224,267",164,Incomplete,3,177,0.3,0,Pending
3337,Meeting - Team Sync,1,27-03-2026,1,Meeting,,173,Incomplete,1,319,0.1,2,Pending
1542,Planning - Budget Report,1,07-11-2025,2,Planning,58,434,Complete,1,179,0.1,3,Complete
3405,Meeting - Client Call,1,27-06-2025,8,Meeting,"525,1432,1909",480,Complete,10,46,1.0,3,Complete
4849,Planning - Resource Allocation,3,29-08-2025,4,Planning,,211,Incomplete,2,109,0.2,3,Pending
113,Meeting - Sprint Planning,1,27-01-2026,1,Meeting,"18,78",499,Incomplete,10,260,1.0,1,Pending
786,Analysis - API Optimization,3,20-03-2026,7,Analysis,"744,661,540",465,Incomplete,6,312,0.6,2,Pending
4402,Analysis - Performance Tuning,2,11-02-2026,8,Analysis,,531,Incomplete,6,275,0.6,0,Pending
1627,Planning - Resource Allocation,1,12-06-2025,4,Planning,,340,Incomplete,7,31,0.7,2,Pending
3693,Analysis - Performance Tuning,3,18-06-2025,6,Analysis,"2629,318",213,Incomplete,9,37,0.9,3,Pending
66,Review - Experiment Design,3,21-04-2025,2,Review,,166,Incomplete,7,0,0.7,1,Overdue
2191,Planning - Roadmap,3,29-12-2025,2,Planning,1122,311,Incomplete,9,231,0.9,3,Pending
405,Analysis - Performance Tuning,2,19-07-2025,4,Analysis,"47,36,286",103,Incomplete,6,68,0.6,1,Pending
960,Review - Thesis Chapter,1,20-03-2026,4,Review,"85,440,544",241,Incomplete,3,312,0.3,1,Pending
966,Analysis - API Optimization,2,23-06-2025,5,Analysis,"607,325,134",568,Complete,10,42,1.0,2,Complete
4143,Review - Thesis Chapter,1,16-10-2025,6,Review,"1532,823",265,Incomplete,5,157,0.5,2,Pending
187,Review - Experiment Design,3,06-10-2025,7,Review,132,102,Incomplete,3,147,0.3,0,Pending
3440,Review - Research Paper,1,24-11-2025,4,Review,,158,Complete,1,196,0.1,3,Complete
12,Planning - Budget Report,3,28-04-2025,3,Planning,,112,Incomplete,3,14,0.3,1,Pending
3076,Planning - Roadmap,1,13-02-2026,5,Planning,"1256,23,244",126,Complete,6,277,0.6,3,Complete
1442,Analysis - Code Refactoring,3,10-10-2025,3,Analysis,"460,715,236",536,Incomplete,3,151,0.3,0,Pending
1434,Planning - Roadmap,2,28-09-2025,6,Planning,"343,1316,717",561,Complete,3,139,0.3,0,Complete
2941,Meeting - Team Sync,2,02-01-2026,7,Meeting,,546,Incomplete,9,235,0.9,2,Pending
4567,Planning - Progress Review,1,09-01-2026,5,Planning,761,388,Complete,1,242,0.1,1,Complete
4119,Review - Research Paper,1,16-04-2025,7,Review,,420,Incomplete,9,26,0.9,1,Overdue
3793,Meeting - Retrospective,3,06-04-2025,2,Meeting,"156,210",228,Incomplete,9,36,0.9,1,Overdue
3791,Analysis - Code Refactoring,2,03-05-2025,2,Analysis,2970,388,Incomplete,3,9,0.3,0,Overdue
1082,Review - Experiment Design,1,22-04-2025,2,Review,,247,Incomplete,2,20,0.2,3,Overdue
1582,Planning - Progress Review,1,19-06-2025,7,Planning,1023,570,Incomplete,8,38,0.8,0,Pending
4919,Planning - Progress Review,1,12-06-2025,4,Planning,,391,Complete,2,31,0.2,3,Complete
951,Analysis - Code Refactoring,1,23-12-2025,6,Analysis,"95,908",519,Incomplete,9,225,0.9,0,Pending
71,Meeting - General Task,1,17-04-2025,2,Meeting,,171,Complete,2,0,0.2,1,Overdue
455,Meeting - Sprint Planning,3,12-08-2025,1,Meeting,,309,Incomplete,4,92,0.4,3,Pending
4201,Analysis - Database Migration,2,20-07-2025,3,Analysis,"1967,2919",339,Incomplete,1,69,0.1,1,Pending
4203,Planning - Roadmap,1,16-11-2025,1,Planning,1285,476,Complete,4,188,0.4,2,Complete
2560,Review - Research Paper,3,12-11-2025,4,Review,"1375,1476,1847",337,Incomplete,3,184,0.3,1,Pending
1691,Meeting - Client Call,1,17-01-2026,6,Meeting,"1480,427,1322",333,Complete,1,250,0.1,1,Complete
4634,Planning - Resource Allocation,2,10-04-2025,5,Planning,,233,Incomplete,3,32,0.3,3,Overdue
3057,Planning - Resource Allocation,3,19-09-2025,7,Planning,"812,592,72",161,Incomplete,1,130,0.1,3,Pending
60,Planning - Budget Report,3,24-04-2025,1,Planning,,160,Incomplete,1,0,0.1,1,Overdue
4441,Analysis - API Optimization,1,03-06-2025,4,Analysis,665,271,Complete,9,22,0.9,1,Complete
218,Meeting - Retrospective,1,09-04-2025,7,Meeting,195,559,Incomplete,5,33,0.5,1,Overdue
3792,Review - Thesis Chapter,1,26-12-2025,2,Review,"964,3264,3351",456,Incomplete,6,228,0.6,0,Pending
487,Meeting - Client Call,2,05-06-2025,8,Meeting,"305,268",226,Complete,10,24,1.0,2,Complete
1646,Review - Documentation,1,24-09-2025,4,Review,,531,Incomplete,3,135,0.3,0,Pending
822,Review - Thesis Chapter,1,04-03-2026,5,Review,,255,Incomplete,6,296,0.6,0,Pending
1870,Meeting - Team Sync,3,26-10-2025,5,Meeting,,311,Incomplete,10,167,1.0,2,Pending
4294,Analysis - Database Migration,1,23-06-2025,1,Analysis,,303,Incomplete,7,42,0.7,2,Pending
1862,Planning - Roadmap,1,05-01-2026,4,Planning,"1350,584,38",233,Incomplete,9,238,0.9,1,Pending
2647,Review - Experiment Design,2,03-01-2026,4,Review,807,237,Incomplete,2,236,0.2,3,Pending
4989,Meeting - Retrospective,3,18-05-2025,6,Meeting,"3925,1730,1629",137,Complete,8,6,0.8,0,Complete
4894,Planning - Budget Report,3,16-03-2026,3,Planning,529,284,Incomplete,1,308,0.1,3,Pending
4392,Review - Experiment Design,3,18-02-2026,6,Review,"3203,887,2245",264,Complete,9,282,0.9,3,Complete
3063,Analysis - Code Refactoring,1,11-09-2025,5,Analysis,2440,220,Complete,1,122,0.1,2,Complete
3588,Meeting - Client Call,1,23-08-2025,8,Meeting,"370,2894",393,Incomplete,4,103,0.4,3,Pending
3561,Review - Documentation,1,17-09-2025,5,Review,"2538,419,2966",576,Incomplete,7,128,0.7,2,Pending
900,Review - Experiment Design,2,09-02-2026,5,Review,,498,Complete,1,273,0.1,3,Complete
1449,Planning - Resource Allocation,1,29-10-2025,2,Planning,"28,1190,1168",247,Incomplete,2,170,0.2,0,Pending
1392,Review - Documentation,1,03-10-2025,3,Review,1209,379,Complete,10,144,1.0,3,Complete
672,Review - Thesis Chapter,3,01-11-2025,5,Review,"389,596,501",194,Incomplete,4,173,0.4,2,Pending
502,Planning - Roadmap,2,21-03-2026,6,Planning,"150,307",428,Incomplete,6,313,0.6,2,Pending
2032,Meeting - Sprint Planning,1,04-05-2025,2,Meeting,1568,464,Incomplete,5,8,0.5,1,Overdue
1312,Planning - Budget Report,2,02-07-2025,1,Planning,361,562,Complete,1,51,0.1,3,Complete
3070,Analysis - Performance Tuning,1,05-06-2025,7,Analysis,,113,Complete,3,24,0.3,2,Complete
2721,Meeting - Team Sync,3,29-03-2026,5,Meeting,"1753,2682,1437",192,Incomplete,8,321,0.8,1,Pending
3628,Review - Thesis Chapter,3,06-11-2025,8,Review,"674,1893,2344",229,Complete,10,178,1.0,1,Complete
1673,Planning - Progress Review,3,20-03-2026,6,Planning,,546,Complete,9,312,0.9,1,Complete
1342,Review - Experiment Design,1,22-02-2026,3,Review,"160,753,1086",304,Complete,5,286,0.5,2,Complete
1219,Review - Thesis Chapter,2,18-04-2025,6,Review,240,478,Incomplete,1,24,0.1,0,Overdue
3539,Meeting - Sprint Planning,2,29-05-2025,8,Meeting,"493,3500",140,Complete,2,17,0.2,3,Complete
4468,Planning - Budget Report,1,24-05-2025,6,Planning,"3863,2299",572,Incomplete,1,12,0.1,2,Pending
3242,Review - Experiment Design,3,07-07-2025,2,Review,,173,Incomplete,6,56,0.6,3,Pending
2776,Meeting - Retrospective,3,25-05-2025,3,Meeting,,258,Incomplete,9,13,0.9,2,Pending
4308,Planning - Budget Report,1,24-09-2025,7,Planning,"443,1111",177,Complete,1,135,0.1,3,Complete
3211,Planning - Roadmap,1,01-12-2025,3,Planning,"2539,2734",180,Incomplete,5,203,0.5,0,Pending
2790,Analysis - Code Refactoring,3,29-01-2026,7,Analysis,"2246,2504",498,Complete,9,262,0.9,1,Complete
3456,Meeting - Team Sync,2,13-12-2025,2,Meeting,,242,Complete,6,215,0.6,1,Complete
4168,Meeting - Sprint Planning,3,12-01-2026,2,Meeting,"700,2843",215,Complete,5,245,0.5,3,Complete
3646,Planning - Progress Review,2,12-07-2025,2,Planning,53,459,Complete,2,61,0.2,1,Complete
958,Meeting - Team Sync,1,06-09-2025,1,Meeting,"79,618",404,Incomplete,4,117,0.4,0,Pending
2894,Meeting - Sprint Planning,3,12-03-2026,2,Meeting,871,373,Incomplete,3,304,0.3,0,Pending
312,Analysis - API Optimization,1,20-08-2025,5,Analysis,,237,Incomplete,3,100,0.3,0,Pending
3580,Review - Thesis Chapter,1,24-03-2026,4,Review,"2998,1296,2924",599,Complete,4,316,0.4,2,Complete
4429,Analysis - Performance Tuning,1,25-02-2026,2,Analysis,,115,Complete,3,289,0.3,0,Complete
3336,Planning - Resource Allocation,3,30-09-2025,4,Planning,"111,2763,1098",400,Incomplete,7,141,0.7,1,Pending
1619,Planning - Resource Allocation,3,10-09-2025,1,Planning,1233,353,Complete,4,121,0.4,2,Complete
4957,Analysis - Database Migration,1,14-05-2025,4,Analysis,"2386,439",121,Incomplete,2,2,0.2,1,Pending
2692,Analysis - API Optimization,3,11-11-2025,7,Analysis,"2627,878",253,Incomplete,1,183,0.1,1,Pending
2489,Meeting - Retrospective,1,12-12-2025,6,Meeting,1934,499,Complete,2,214,0.2,2,Complete
885,Analysis - Database Migration,3,16-12-2025,7,Analysis,"830,582",386,Complete,1,218,0.1,3,Complete
3122,Review - Experiment Design,1,18-10-2025,3,Review,"1057,2089",344,Incomplete,10,159,1.0,0,Pending
3675,Analysis - Code Refactoring,1,06-12-2025,5,Analysis,"2121,1731",206,Incomplete,3,208,0.3,3,Pending
1102,Analysis - API Optimization,2,07-03-2026,5,Analysis,"356,871,958",115,Incomplete,9,299,0.9,3,Pending
1566,Meeting - Team Sync,3,22-09-2025,6,Meeting,"868,952,1185",410,Incomplete,3,133,0.3,3,Pending
531,Meeting - Sprint Planning,2,10-05-2025,5,Meeting,131,427,Incomplete,3,2,0.3,1,Overdue
2407,Review - Research Paper,2,25-09-2025,8,Review,"2118,1809",408,Incomplete,2,136,0.2,2,Pending
3069,Analysis - API Optimization,3,04-01-2026,8,Analysis,"1045,2861",268,Complete,4,237,0.4,1,Complete
2295,Planning - Budget Report,3,16-01-2026,4,Planning,,238,Incomplete,8,249,0.8,1,Pending
2831,Meeting - Client Call,2,07-09-2025,8,Meeting,"1353,1006",496,Incomplete,4,118,0.4,0,Pending
765,Review - Documentation,1,22-05-2025,5,Review,"356,698,764",260,Incomplete,6,10,0.6,2,Pending
201,Meeting - Team Sync,2,15-04-2025,1,Meeting,,595,Incomplete,9,27,0.9,2,Overdue
1447,Analysis - Database Migration,3,30-09-2025,1,Analysis,,598,Incomplete,5,141,0.5,3,Pending
3121,Planning - Resource Allocation,3,16-04-2025,4,Planning,"1803,1737",242,Incomplete,8,26,0.8,2,Overdue
2171,Planning - Progress Review,3,25-02-2026,7,Planning,"451,2004",181,Incomplete,10,289,1.0,0,Pending
3154,Analysis - Code Refactoring,2,20-07-2025,5,Analysis,,130,Incomplete,2,69,0.2,0,Pending
1394,Review - Research Paper,2,24-11-2025,6,Review,1133,308,Incomplete,7,196,0.7,3,Pending
3726,Analysis - Code Refactoring,1,23-12-2025,5,Analysis,,326,Incomplete,10,225,1.0,2,Pending
791,Analysis - Performance Tuning,1,10-04-2025,4,Analysis,,183,Incomplete,6,32,0.6,2,Overdue
4360,Analysis - Performance Tuning,2,07-07-2025,1,Analysis,"497,4264,3924",562,Incomplete,1,56,0.1,0,Pending
407,Meeting - Retrospective,3,10-06-2025,6,Meeting,69,245,Incomplete,3,29,0.3,2,Pending
841,Meeting - Client Call,1,14-09-2025,8,Meeting,,382,Incomplete,9,125,0.9,2,Pending
3355,Planning - Roadmap,1,12-05-2025,1,Planning,"457,1751,2566",305,Incomplete,7,0,0.7,3,Pending
4694,Review - Experiment Design,3,14-02-2026,8,Review,793,554,Complete,5,278,0.5,0,Complete
2756,Analysis - Code Refactoring,1,14-04-2025,3,Analysis,"66,2326,102",449,Incomplete,4,28,0.4,1,Overdue
1325,Meeting - Sprint Planning,2,23-07-2025,4,Meeting,,597,Incomplete,5,72,0.5,3,Pending
4750,Analysis - Database Migration,2,18-07-2025,6,Analysis,,283,Incomplete,6,67,0.6,1,Pending
1549,Planning - Budget Report,3,20-12-2025,5,Planning,742,378,Incomplete,5,222,0.5,3,Pending
2716,Planning - Roadmap,3,15-10-2025,8,Planning,618,366,Incomplete,4,156,0.4,3,Pending
737,Meeting - Sprint Planning,3,14-08-2025,8,Meeting,"621,555,167",528,Incomplete,10,94,1.0,3,Pending
2464,Review - Thesis Chapter,1,15-08-2025,7,Review,"1720,481,313",252,Incomplete,3,95,0.3,2,Pending
4762,Analysis - Performance Tuning,2,08-09-2025,6,Analysis,"1146,601",415,Complete,4,119,0.4,0,Complete
3520,Planning - Budget Report,3,20-01-2026,4,Planning,,292,Complete,2,253,0.2,1,Complete
427,Review - Experiment Design,2,15-04-2025,6,Review,355,470,Incomplete,5,27,0.5,0,Overdue
3105,Meeting - Client Call,1,30-01-2026,3,Meeting,1550,249,Complete,3,263,0.3,2,Complete
3778,Meeting - Retrospective,3,05-12-2025,8,Meeting,2937,428,Incomplete,1,207,0.1,3,Pending
1752,Analysis - API Optimization,3,26-06-2025,7,Analysis,,445,Complete,10,45,1.0,1,Complete
4718,Analysis - Code Refactoring,1,29-05-2025,1,Analysis,,562,Incomplete,10,17,1.0,3,Pending
864,Meeting - Sprint Planning,3,17-05-2025,8,Meeting,"40,261,547",328,Incomplete,6,5,0.6,0,Pending
2846,Meeting - Retrospective,1,25-01-2026,8,Meeting,"351,1434,1769",169,Incomplete,4,258,0.4,3,Pending
2533,Meeting - Retrospective,1,01-04-2026,3,Meeting,"457,1385",105,Complete,6,324,0.6,1,Complete
197,Review - Documentation,2,12-10-2025,8,Review,,341,Complete,9,153,0.9,3,Complete
4514,Meeting - Client Call,3,02-03-2026,1,Meeting,"2273,3157",360,Incomplete,5,294,0.5,3,Pending
756,Planning - Roadmap,3,06-09-2025,6,Planning,,516,Incomplete,8,117,0.8,2,Pending
2130,Analysis - Performance Tuning,3,19-11-2025,5,Analysis,"13,182,1260",532,Incomplete,3,191,0.3,1,Pending
2385,Planning - Progress Review,3,30-04-2025,5,Planning,,455,Incomplete,2,12,0.2,0,Overdue
4517,Planning - Resource Allocation,1,28-03-2026,7,Planning,"2583,3501,4174",301,Complete,10,320,1.0,0,Complete
4293,Meeting - Team Sync,2,15-02-2026,1,Meeting,"2901,1057",287,Incomplete,5,279,0.5,3,Pending
4142,Meeting - Client Call,3,09-03-2026,4,Meeting,813,311,Incomplete,9,301,0.9,3,Pending
883,Analysis - Database Migration,1,23-02-2026,7,Analysis,,152,Complete,4,287,0.4,3,Complete
2095,Meeting - Retrospective,3,02-02-2026,2,Meeting,,422,Incomplete,8,266,0.8,2,Pending
3576,Planning - Roadmap,1,13-06-2025,1,Planning,"3425,652,3289",499,Incomplete,6,32,0.6,1,Pending
2881,Meeting - Team Sync,2,26-02-2026,2,Meeting,"2820,815",305,Complete,5,290,0.5,3,Complete
1144,Review - Documentation,2,10-04-2025,7,Review,1092,587,Incomplete,4,32,0.4,3,Overdue
1092,Review - Experiment Design,3,03-10-2025,1,Review,"958,735,15",250,Complete,4,144,0.4,2,Complete
338,Planning - Budget Report,2,02-08-2025,1,Planning,50,365,Complete,10,82,1.0,3,Complete
4904,Review - Experiment Design,3,18-03-2026,2,Review,"2691,1855",314,Complete,7,310,0.7,1,Complete
1323,Planning - Resource Allocation,1,21-03-2026,1,Planning,306,437,Incomplete,5,313,0.5,1,Pending
2940,Planning - Progress Review,2,06-05-2025,6,Planning,"13,2727,212",210,Incomplete,7,6,0.7,2,Overdue
2448,Planning - Roadmap,3,08-09-2025,1,Planning,"2310,154,2069",521,Incomplete,10,119,1.0,0,Pending
4116,Review - Experiment Design,3,15-07-2025,7,Review,"4072,3787",114,Incomplete,1,64,0.1,2,Pending
2127,Meeting - Team Sync,1,10-06-2025,3,Meeting,,379,Incomplete,6,29,0.6,1,Pending
1211,Analysis - API Optimization,2,28-03-2026,3,Analysis,"1050,581,1207",600,Incomplete,1,320,0.1,2,Pending
3423,Review - Documentation,1,20-02-2026,4,Review,,235,Incomplete,1,284,0.1,2,Pending
644,Analysis - API Optimization,2,07-06-2025,1,Analysis,"444,615,573",165,Incomplete,9,26,0.9,3,Pending
4218,Review - Thesis Chapter,3,08-08-2025,8,Review,"729,797",290,Incomplete,9,88,0.9,2,Pending
2993,Review - Documentation,1,08-10-2025,3,Review,1911,369,Incomplete,6,149,0.6,2,Pending
257,Meeting - Team Sync,1,27-06-2025,6,Meeting,,221,Incomplete,6,46,0.6,0,Pending
4263,Planning - Roadmap,2,07-12-2025,2,Planning,"3022,651,2760",465,Complete,1,209,0.1,0,Complete
4011,Planning - Progress Review,2,17-10-2025,6,Planning,"1969,1674,293",569,Incomplete,3,158,0.3,1,Pending
1935,Review - Experiment Design,2,11-10-2025,4,Review,"948,880",271,Complete,7,152,0.7,3,Complete
611,Planning - Budget Report,3,14-10-2025,5,Planning,"306,389",273,Incomplete,3,155,0.3,0,Pending
2131,Analysis - Database Migration,1,11-12-2025,1,Analysis,,302,Incomplete,8,213,0.8,3,Pending
3981,Meeting - Sprint Planning,2,18-07-2025,8,Meeting,"1594,1481",431,Incomplete,9,67,0.9,1,Pending
1336,Planning - Progress Review,3,21-10-2025,1,Planning,,452,Incomplete,9,162,0.9,3,Pending
2657,Planning - Progress Review,2,24-05-2025,2,Planning,"2402,99",444,Incomplete,5,12,0.5,3,Pending
145,Analysis - API Optimization,2,01-07-2025,1,Analysis,"31,100",364,Incomplete,9,50,0.9,3,Pending
226,Analysis - Database Migration,3,31-01-2026,2,Analysis,"156,109",274,Complete,5,264,0.5,1,Complete
3206,Review - Documentation,3,02-01-2026,6,Review,"84,1102,1205",192,Complete,4,235,0.4,1,Complete
254,Review - Thesis Chapter,2,12-08-2025,4,Review,"208,79",252,Complete,1,92,0.1,1,Complete
556,Meeting - Sprint Planning,1,09-06-2025,5,Meeting,"473,164,431",469,Incomplete,10,28,1.0,2,Pending
3594,Review - Documentation,3,10-05-2025,1,Review,413,485,Incomplete,5,2,0.5,0,Overdue
530,Planning - Progress Review,3,05-05-2025,5,Planning,"338,482,408",482,Incomplete,10,7,1.0,0,Overdue
868,Planning - Roadmap,2,05-03-2026,7,Planning,"678,390",231,Incomplete,4,297,0.4,0,Pending
3815,Analysis - Database Migration,3,21-11-2025,8,Analysis,"1684,720,1117",391,Complete,5,193,0.5,0,Complete
837,Planning - Resource Allocation,2,19-11-2025,2,Planning,,194,Complete,8,191,0.8,1,Complete
379,Meeting - Team Sync,1,16-03-2026,2,Meeting,"31,41",505,Complete,9,308,0.9,1,Complete
2038,Analysis - API Optimization,2,18-10-2025,2,Analysis,"1202,364,1143",250,Incomplete,2,159,0.2,0,Pending
4680,Review - Thesis Chapter,3,15-05-2025,3,Review,"559,3777,675",464,Incomplete,9,3,0.9,1,Pending
2190,Planning - Roadmap,1,11-08-2025,6,Planning,"1234,397,1179",201,Complete,9,91,0.9,3,Complete
866,Planning - Resource Allocation,2,23-06-2025,4,Planning,"73,179,85",127,Incomplete,1,42,0.1,3,Pending
4272,Meeting - Team Sync,3,10-02-2026,6,Meeting,,458,Incomplete,9,274,0.9,0,Pending
812,Review - Thesis Chapter,3,08-05-2025,6,Review,"611,383,685",335,Incomplete,2,4,0.2,3,Overdue
2328,Planning - Resource Allocation,2,26-06-2025,6,Planning,,260,Incomplete,1,45,0.1,1,Pending
252,Analysis - Database Migration,2,24-10-2025,8,Analysis,,389,Incomplete,6,165,0.6,2,Pending
4878,Analysis - Performance Tuning,2,24-12-2025,6,Analysis,"2065,6",443,Complete,9,226,0.9,2,Complete
4917,Analysis - Database Migration,1,06-08-2025,8,Analysis,"3416,4736,3607",313,Incomplete,8,86,0.8,0,Pending
835,Planning - Roadmap,3,03-12-2025,6,Planning,"258,212",539,Complete,2,205,0.2,3,Complete
4096,Analysis - Database Migration,1,04-02-2026,8,Analysis,,453,Incomplete,3,268,0.3,0,Pending
3651,Meeting - Retrospective,2,05-12-2025,2,Meeting,3296,192,Complete,9,207,0.9,0,Complete
1695,Analysis - API Optimization,1,08-11-2025,4,Analysis,,526,Incomplete,3,180,0.3,1,Pending
59,Meeting - General Task,1,17-04-2025,5,Meeting,,159,Complete,10,0,1.0,1,Overdue
2494,Analysis - Code Refactoring,1,20-01-2026,2,Analysis,"2033,35",410,Complete,2,253,0.2,1,Complete
2658,Planning - Roadmap,3,14-05-2025,7,Planning,"2029,506",400,Incomplete,8,2,0.8,1,Pending
4818,Analysis - Performance Tuning,3,29-01-2026,5,Analysis,"3080,435,2149",255,Incomplete,6,262,0.6,1,Pending
1386,Analysis - Database Migration,1,01-02-2026,1,Analysis,"1072,629",247,Incomplete,5,265,0.5,2,Pending
2836,Review - Experiment Design,1,20-07-2025,2,Review,"2488,1812,121",516,Incomplete,4,69,0.4,0,Pending
4887,Analysis - Database Migration,3,22-05-2025,4,Analysis,"4261,615,1715",334,Complete,1,10,0.1,2,Complete
1226,Review - Documentation,2,09-09-2025,5,Review,,295,Incomplete,2,120,0.2,0,Pending
666,Analysis - Code Refactoring,3,24-03-2026,8,Analysis,"261,556",168,Complete,1,316,0.1,1,Complete
1874,Meeting - Client Call,3,21-08-2025,7,Meeting,1325,366,Complete,7,101,0.7,1,Complete
1020,Review - Documentation,1,11-08-2025,5,Review,434,267,Incomplete,5,91,0.5,1,Pending
2705,Review - Research Paper,2,18-05-2025,7,Review,"1635,554,1451",304,Incomplete,3,6,0.3,0,Pending
3397,Meeting - Sprint Planning,3,27-06-2025,8,Meeting,"1340,1687",452,Complete,7,46,0.7,0,Complete
2474,Planning - Roadmap,2,20-05-2025,7,Planning,"1679,619,2376",137,Incomplete,1,8,0.1,3,Pending
1560,Planning - Roadmap,1,16-10-2025,7,Planning,,369,Complete,6,157,0.6,0,Complete
3332,Analysis - Database Migration,3,30-09-2025,8,Analysis,,370,Complete,3,141,0.3,1,Complete
1228,Planning - Roadmap,2,02-01-2026,5,Planning,"44,1183",491,Incomplete,6,235,0.6,1,Pending
4094,Planning - Roadmap,2,31-10-2025,1,Planning,"3310,3115,343",174,Incomplete,4,172,0.4,1,Pending
2197,Analysis - API Optimization,2,03-07-2025,1,Analysis,"1826,1493,654",398,Incomplete,4,52,0.4,3,Pending
4809,Meeting - Retrospective,2,11-02-2026,5,Meeting,2783,407,Incomplete,4,275,0.4,0,Pending
